text,star
"Play Video
This machine leaves stains on the cloths, also damages the cloth. Even we tried washing only new cloths but still it leaves stains. I raised complaints many times but technician gives different reasons everytime. Even I wrote to the CEO office of LG but the same typical process was followed - ticked assigned to a service center, technician visited, this time even technician cleaned the cloths and found the machine faulty. After that no action is taken.

I had also purchased LG Split AC which has cooling problem. So overall very bad experience with LG and very pathetic service by them.

Don't buy any LG products, there are many other trustworthy brands are offering quality products with excellent services. I would never buy LG products.",1
"Steam heater was shown during the display of this machine on Amazon site.
But was missing very much annoying.",3
Product is good but the servicing is very unsatisfactory in my place. So two stars out for bad service.,3
"It'll be 24 days now since our washing machine stopped turning on. The engineer inspected the machine and said that a part needed to be replaced. He didn't have the part at the time and estimated it would arrive in 3-4 days. He promised to fix it right away after it arrives. It's been 22 days since then.

The service center has never contacted us on their own to inform us of any details. We've attempted to contact them ourselves but they rarely pick up our calls. The few times they've picked up our calls, they hear us out but don't provide any concrete info or solutions. Once they even hung up on us. Customer care just asks us to contact service center directly.

After 15 days, we escalated our issue with LG. They seemed to take us seriously in the initial call but there has been no communication after that. No progress updates. No estimation on how long till the repair can be finished.

We've had this machine for almost 3 years and have no complaints with the product itself but the service experience is terrible. We will will never purchase any LG product again after this.",1
Looking great..i didn't operate it ...bcz I Got used products. had to..returned..and have to placed order again..so much trouble..didn't expect from the seller cloudtail. Bcz it has already 94% positive reviews....however amazon assistance is good ..but they should appoint someone for qualitycheck of product before delivery..atleast to maintain there status....hope next product will be unused and defect free.,3
"Does not have steam nor heater. Feeling cheated! Thinking about returning it. I was upgrading from my older 8.5KG LG Top load Fully Automatic Washing Machine, and this is machine is same in features just like the older one without any enhancements but 8.5KG to 10KG and WiFi. I wanted the Heating and Steam feature which the images and description showed, but got it without as the model number mentioned is without these features.",2
I disliked the wash was not clear it does not spin all the water out. Also dryer does not dry the clothes,2
"1. Only concern here is - it shows a timer for let say 57 mins but it take approximataly 90+ minutes to finish.
2. If you stop it just at last 3 minutes by switching it off from mains and switch it on again immediately it recalculate timings and displays 15 minutes ( and it always takes more than what displays)",3
We have used an older version of the same machine which was very good but this new version is not good at all. It doesn’t even clean the surf/ washing powder. We have also tried liquid powder. It doesn’t clean properly.,1
Amazon specifications for this product are incorrect. This model does not contain Heater and Steam features as mentioned in specifications and product images. Misleading information on Amazon. LG website shows correct specs for the same model that it does not contain Heater. We are returning this product.,1
