,모델명,날짜,별점,제목,본문
214,"LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator (2024 Model, GL-M051RSWB, Super White)",Reviewed in India on 1 May 2024,1.0 out of 5 stars,Don’t Purchase,This machine is heating too much and also not cooling. Service is also worst.
215,"LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator (2024 Model, GL-M051RSWB, Super White)",Reviewed in India on 3 May 2024,1.0 out of 5 stars,Very poor product,"Waste of money
Not starting at initial stage"
216,"LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator (2024 Model, GL-M051RSWB, Super White)",Reviewed in India on 16 April 2024,1.0 out of 5 stars,Don’t Purchase,"Worst quality, Body Heating Heavy in AC Room"
217,"LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator (2024 Model, GL-M051RSWB, Super White)",Reviewed in India on 30 March 2024,1.0 out of 5 stars,Faulty refrigerator,Never ever buy from amazon. Stopped working within 1 week
218,"LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator (2024 Model, GL-M051RSWB, Super White)",Reviewed in India on 11 October 2023,1.0 out of 5 stars,"Water leakage inside, useless for the price","Water gets leaked from defreezer continuously and service team visits and tells that is the design of the fridge.
They even tell me they this fridge is not meant for daily usage and I should only use it for water bottles .
I do not recommend this product ."
219,"LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator (2024 Model, GL-M051RSWB, Super White)",Reviewed in India on 21 June 2023,2.0 out of 5 stars,Too small in size,Built quality is good but size is too small to place even two patila (tea/ coffee utensils).
220,"LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator (2024 Model, GL-M051RSWB, Super White)",Reviewed in India on 19 February 2024,1.0 out of 5 stars,Broken...,"Worst product so far.
The door had a dent and keep on falling when opened"
221,"LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator (2024 Model, GL-M051RSWB, Super White)",Reviewed in India on 7 April 2024,1.0 out of 5 stars,Bad,Don't buy. No return
222,"LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator (2024 Model, GL-M051RSWB, Super White)",Reviewed in India on 14 May 2023,2.0 out of 5 stars,Ok,To much of red ants inside
223,"LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator (2024 Model, GL-M051RSWB, Super White)",Reviewed in India on 29 June 2023,1.0 out of 5 stars,Defective item,"Unfortunately, i did not get to check the item within the first two week (return time period) as i was travelling. There is an opening in the concealment around the door (as shown in the attached picture) , preventing to hold the cold temperature. Disappointed. Delivered on 15/06/2023."
224,"LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator (2024 Model, GL-M051RSWB, Super White)",Reviewed in India on 27 July 2023,1.0 out of 5 stars,why not to buy it,"don't buy it, can't be returned once u buy it. water just drains inside it. so, most of the things gets water in them. not enough space to keep anything. can't even keep a jug in it. not a dozen of bananas."
225,"LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator (2024 Model, GL-M051RSWB, Super White)",Reviewed in India on 6 June 2023,2.0 out of 5 stars,Return,"Play Video
It's damaged"
226,"LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator (2024 Model, GL-M051RSWB, Super White)",Reviewed in India on 25 June 2023,1.0 out of 5 stars,Damaged,Product is damaged at the corner . Outer packing was ok but inner support to the item was weak which causes damage to product .
227,"LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator (2024 Model, GL-M051RSWB, Super White)",Reviewed in India on 27 June 2023,1.0 out of 5 stars,"Very very poor performance Amazon ,& company","Very very poor performance Amazon ,& company LG in future we will not purchase any product very very froud"
228,"LG 43 L 1 Star Direct Cool Minibar Single Door Refrigerator (2024 Model, GL-M051RSWB, Super White)",Reviewed in India on 9 July 2023,1.0 out of 5 stars,Water Leakage,Water leaking in from freezer
229,"LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator (GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model)",Reviewed in India on 2 August 2024,1.0 out of 5 stars,Delivery guy asked for OTP before unpacking and also asked for tip,"There were 2 delivery guys, they asked for OTP without unpacking the fridge first for inspection as per the policy and then they asked for tip, when my wife refused he blocked the bedroom door with his body frame as if he was threatening. My wife ended up paying tip as she was alone and afraid. Extremely unprofessional delivery and could have been worse. Infact, later after when they unpacked fridge had a scratch as well as a bump, but OTP was already given. Didn’t raised exchange request afterwards once I was home because I didn’t want to go through the return process and wait another week or more."
230,"LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator (GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model)",Reviewed in India on 3 June 2023,3.0 out of 5 stars,Refrigerator-Good But I don't recommend buying Online,"LG 272 L 3 star ref , First I couldn't take clear photo of the scratches because the material is transparent .....LG 272 is good , delivery was good , they told me to check for any damages and didn't ask for OTP until I am fully satisfied which was great right ?.. but seeing few scratches here and there , I thought it would go after cleaning and I didn't want to be rude and return the product for few scratches , which I thought I would do , before their arrival , but at that point , I just said ""its ok"" and gave them the OTP .The scratches didn't go after cleaning and I can feel mild dent when I touch but since it is in the door I don't mind for now but need to check with LG team tomorrow (lol and cry)... They informed me lg installation team will come to home , and yes they called me , they will come tomorrow . I will give 4 STAR for the fridge , I started using it had a talk to the lg team when they called , before turning ON , It cools slowly at start after 3 hours its fine , freezer cools quickly though and really less noise compared to my old refrigerator's I used , so that's really good ... but will definitely not recommend buying online , just go to a shop or if you can just return it do it , but it will be a tough call if your too shy like me .. This was my mistake .. I will give 3 STAR for amazon because at least I had an option to return , but amazon should take little more effort because these scratches or not new , it looks very old so you would have seen it before sending it to me ...Now a days it hurt's a lot when making bad decisions or get cheated (just cry no lol), that's why writing review's.. hope it helps some one ..."
231,"LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator (GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model)",Reviewed in India on 1 June 2024,3.0 out of 5 stars,Good product but accessories missing,"Packaging was ok , but did not receive egg tray and user manual as mentioned in the product, felt cheated.
Otherwise refrigerator is working fine."
232,"LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator (GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model)",Reviewed in India on 1 May 2024,3.0 out of 5 stars,LG Electrician not come for installation process,"Refrigerator is good but service from LG engineers is worst. After calling multiple times still not received any single reply from them.

Atlast we only unbox the refrigerator.
Service is very very bad"
233,"LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator (GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model)",Reviewed in India on 6 May 2024,3.0 out of 5 stars,Fridge,Does not have a magnetic door and needs to be closed manually every time. Difficult when you have something in your hands.
234,"LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator (GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model)",Reviewed in India on 15 August 2024,2.0 out of 5 stars,Egg basket missing in refrigerator,Egg basket is missing from refrigerator. Please send it to the address.
235,"LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator (GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model)",Reviewed in India on 1 August 2024,2.0 out of 5 stars,Does not match the product image,Product image shows brushed aluminum finish for the the thermostat panel. I received plain white panel.
236,"LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator (GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model)",Reviewed in India on 26 July 2024,1.0 out of 5 stars,Product quality and storage very short and very poor,I am not purchase this year I am purchase a friend love later 322 l but seller give me 272 l i wrong product deliver me now ask me return note possible
237,"LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator (GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model)",Reviewed in India on 15 June 2024,2.0 out of 5 stars,Damaged product received,"As per attached photographs damaged product has been received. It’s not fair after spending 30,000"
238,"LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator (GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model)",Reviewed in India on 8 January 2024,3.0 out of 5 stars,Scars,There is a scars in the door
239,"LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator (GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model)",Reviewed in India on 6 August 2024,1.0 out of 5 stars,Egg tray missing,Egg tray missing inside the fridge
240,"LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator (GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model)",Reviewed in India on 4 July 2024,1.0 out of 5 stars,Better be safe then sorry,When we got the product it was having issues with the door. When we asked the technician they came after the return period because of which we are stuck in between the replacement and repair.
241,"LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator (GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model)",Reviewed in India on 7 August 2024,1.0 out of 5 stars,3rd class service from Lg,3rd class service
242,"LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator (GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model)",Reviewed in India on 22 July 2024,1.0 out of 5 stars,Damage received,Damage product received
243,"LG 272 L 3 Star Frost-Free Smart Inverter Compressor Double Door Refrigerator (GL-S312SPZX, Shiny Steel, Convertible & Multi Air Flow Cooling, 2023 Model)",Reviewed in India on 20 December 2018,1.0 out of 5 stars,Buyers beware Manufacturing defect worst service in the world,"The cooling system of the fridge has a manufacturing defect, which the service guys (nearly 6 people have come so far) from LG have not been able to identify even after looking into the fridge 8 times over the past three years. Also the rubber tubing is so poor in quality that it has developed holes leading to fungus formation over it during rains despite regular cleaning of fridge.
They know only one way to repair the fridge which is to fill the coolant gas and have charged 3000 rs till now just to fill and refill the gas over a two year period.
5 months since the purchase of the fridge frost formation was seen in the freezer (this fridge is supposedly frost free). The repair guy says no issue with the fridge as the fridge continues to work WTH.
6 months later the fridge stopped working and they filled the coolant gas. The fridge started making noise 5 mins once and frost formation was found near compressor tube. The service guy did gas refills 4 times, frosting stopped but noise did not. He suggested a change of compressor and the compressor was changed. Yet the noise never stopped and the complaint was closed
After a year and half from the change of compressor the fridge stopped working completely. It took us 10 calls to the customer service and an escalation mail to get the service guy to declare that he would have to take the fridge to workshop to do an autopsy of that dead crap and identify where the fault lies. We waited for 10 days for the senior engineer (the only guy who knows atleast something about the fridge) to look into it and we have been asked to wait for 4 days just for the pick up of the fridge.
If this is not HARASSMENT THEN what Is? NO MORE LG.
BEWARE BUYERS.
Wtr to the rubber tube the service guy told us lies that he had ordered a new tube, without placing any such order and charged us money in advance, closed the complaint and repeated the lie when asked after a month. Look at the audacity.
also we had to throw a washing machine from LG within 5 years of its purchase.
If this is the kind of service provided in a metro like Chennai. Just imagine how these guys will cater to other remote locations."
